"Date","Time","Cloud Condition","Rain Condition","Brightness Condition","Cloud Value","Cloud Sensor Temperature","Rain Value","Brightness Value","Ambient Temperature","Rain Heating Percentage","Rain Sensor Temperature","Heating Status","Switch Status","Read Cycle","Timeout Errors","Safe Status","Wind Condition","Wind Value","Rel hum Condition","RH Value"
"2020-06-30","15:22:07","Overcast","Dry","Very light","3.3","43.0","4480","1","43.0","10%","48.2","","Closed","5","0","Unsafe","Calm","0.0","Dry","13%"
"2020-06-30","15:27:10","Overcast","Dry","Very light","2.3","44.1","4480","1","44.1","10%","50.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","12%"
"2020-06-30","15:32:12","Overcast","Dry","Very light","3.0","44.8","4480","1","44.8","10%","50.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","15:37:07","Overcast","Dry","Very light","0.8","45.6","4480","1","45.6","10%","51.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","15:42:10","Overcast","Dry","Very light","2.4","45.5","4480","1","45.5","10%","51.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","15:47:11","Overcast","Dry","Very light","1.3","47.1","4480","2","47.1","10%","53.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","12%"
"2020-06-30","15:52:09","Overcast","Dry","Very light","0.7","47.7","4480","2","47.7","10%","53.2","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","15:57:09","Overcast","Dry","Very light","0.8","47.7","4480","2","47.7","10%","53.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","16:02:08","Overcast","Dry","Very light","0.1","48.6","4480","2","48.6","10%","53.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","8%"
"2020-06-30","16:07:08","Overcast","Dry","Very light","1.2","45.9","4480","2","45.9","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","16:12:07","Overcast","Dry","Very light","1.4","45.7","4480","2","45.7","10%","51.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","16:17:07","Overcast","Dry","Very light","1.3","45.7","4480","2","45.7","10%","50.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","16:22:10","Overcast","Dry","Very light","2.1","46.5","4480","1","46.5","10%","51.8","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","16:27:11","Overcast","Dry","Very light","1.8","48.3","4480","2","48.3","10%","54.2","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","16:32:09","Overcast","Dry","Very light","0.4","48.1","4480","2","48.1","10%","53.8","","Closed","5","0","Unsafe","Calm","0.0","Dry","8%"
"2020-06-30","16:37:09","Overcast","Dry","Very light","0.3","47.6","4480","2","47.6","10%","54.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","8%"
"2020-06-30","16:42:08","Overcast","Dry","Very light","0.1","49.1","4480","2","49.1","10%","55.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","8%"
"2020-06-30","16:47:08","Overcast","Dry","Very light","1.7","48.0","4479","2","48.0","10%","53.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","16:52:07","Cloudy","Dry","Very light","-0.9","48.9","4480","2","48.9","10%","52.2","","Closed","5","0","Unsafe","Calm","0.0","Dry","7%"
"2020-06-30","16:57:07","Overcast","Dry","Very light","0.7","48.1","4480","2","48.1","10%","53.2","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","17:02:10","Overcast","Dry","Very light","2.9","46.7","4479","2","46.7","10%","52.2","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","17:07:13","Overcast","Dry","Very light","2.4","46.5","4480","2","46.5","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","17:12:09","Overcast","Dry","Very light","2.1","48.0","4480","2","48.0","10%","54.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","17:17:12","Overcast","Dry","Very light","0.1","50.3","4480","2","50.3","10%","56.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","8%"
"2020-06-30","17:22:08","Cloudy","Dry","Very light","-0.7","49.8","4480","2","49.8","10%","54.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","7%"
"2020-06-30","17:27:11","Overcast","Dry","Very light","0.7","47.8","4480","2","47.8","10%","53.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","17:32:07","Overcast","Dry","Very light","2.2","46.6","4480","2","46.6","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","17:37:10","Overcast","Dry","Very light","2.6","45.8","4480","2","45.8","10%","51.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","17:42:10","Overcast","Dry","Very light","2.9","46.2","4480","2","46.2","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","17:47:08","Overcast","Dry","Very light","3.1","45.4","4480","1","45.4","10%","51.2","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","17:52:08","Overcast","Dry","Very light","3.6","45.2","4480","1","45.2","10%","50.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","17:57:07","Overcast","Dry","Very light","3.2","46.1","4480","1","46.1","10%","51.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","18:02:07","Overcast","Dry","Very light","2.4","47.0","4480","2","47.0","10%","53.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","18:07:10","Overcast","Dry","Very light","1.8","48.0","4480","2","48.0","10%","54.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","18:12:10","Overcast","Dry","Very light","0.4","48.7","4480","2","48.7","10%","54.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","8%"
"2020-06-30","18:17:08","Overcast","Dry","Very light","2.1","46.6","4480","2","46.6","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","18:22:08","Overcast","Dry","Very light","4.0","45.4","4479","2","45.4","10%","51.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","18:27:11","Overcast","Dry","Very light","4.2","45.3","4480","2","45.3","10%","51.4","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","18:32:07","Overcast","Dry","Very light","4.2","46.1","4480","2","46.1","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","18:37:09","Overcast","Dry","Very light","3.7","47.0","4480","2","47.0","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","18:42:12","Overcast","Dry","Very light","4.9","46.3","4480","2","46.3","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","18:47:08","Overcast","Dry","Very light","3.1","46.9","4479","2","46.9","10%","53.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","9%"
"2020-06-30","18:52:11","Overcast","Dry","Very light","4.2","45.6","4480","1","45.6","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","18:57:11","Overcast","Dry","Very light","4.6","47.2","4480","2","47.2","10%","54.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","19:02:09","Overcast","Dry","Very light","2.5","46.6","4480","2","46.6","10%","52.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","19:07:09","Overcast","Dry","Very light","3.9","44.4","4505","1","44.4","10%","50.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","19:12:07","Overcast","Dry","Very light","3.3","44.6","4526","1","44.6","10%","50.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","10%"
"2020-06-30","19:17:08","Overcast","Dry","Very light","3.0","44.3","4546","1","44.3","10%","50.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","19:22:11","Overcast","Dry","Very light","3.6","43.1","4608","1","43.1","10%","49.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","19:27:10","Overcast","Dry","Very light","3.6","43.3","4608","1","43.3","10%","49.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","19:32:09","Overcast","Dry","Very light","4.2","42.4","4608","1","42.4","10%","48.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","19:37:09","Overcast","Dry","Very light","4.3","42.3","4608","1","42.3","10%","48.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","19:42:07","Overcast","Dry","Very light","3.5","43.1","4608","1","43.1","10%","49.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","19:47:07","Overcast","Dry","Very light","4.1","42.3","4608","1","42.3","10%","48.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","19:52:10","Overcast","Dry","Very light","4.8","42.1","4607","1","42.1","10%","47.4","","Closed","5","0","Unsafe","Calm","0.0","Dry","12%"
"2020-06-30","19:57:13","Overcast","Dry","Very light","4.1","42.4","4608","1","42.4","10%","48.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","11%"
"2020-06-30","20:02:08","Overcast","Dry","Very light","4.5","41.7","4608","1","41.7","10%","47.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","12%"
"2020-06-30","20:07:11","Overcast","Dry","Very light","3.3","40.3","4608","1","40.3","10%","45.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","13%"
"2020-06-30","20:12:07","Overcast","Dry","Very light","4.7","38.6","4608","1","38.6","10%","43.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","14%"
"2020-06-30","20:17:10","Overcast","Dry","Very light","4.6","37.6","4608","1","37.6","10%","42.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","15%"
"2020-06-30","20:22:10","Overcast","Dry","Very light","5.4","36.9","4608","1","36.9","10%","41.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","15%"
"2020-06-30","20:27:08","Overcast","Dry","Very light","4.9","36.6","4608","1","36.6","10%","41.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","16%"
"2020-06-30","20:32:08","Overcast","Dry","Very light","5.2","36.2","4600","1","36.2","12%","40.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","17%"
"2020-06-30","20:37:11","Overcast","Dry","Very light","4.8","35.9","4608","1","35.9","12%","40.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","17%"
"2020-06-30","20:42:07","Overcast","Dry","Very light","4.4","35.7","4608","1","35.7","11%","40.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","16%"
"2020-06-30","20:47:10","Overcast","Dry","Very light","4.5","35.5","4608","1","35.5","10%","40.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","17%"
"2020-06-30","20:52:10","Overcast","Dry","Very light","4.5","35.3","4608","1","35.3","10%","39.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","17%"
"2020-06-30","20:57:09","Overcast","Dry","Very light","4.7","35.0","4608","1","35.0","10%","39.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","17%"
"2020-06-30","21:02:09","Overcast","Dry","Very light","4.9","34.9","4607","1","34.9","10%","39.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","17%"
"2020-06-30","21:07:07","Overcast","Dry","Very light","4.9","34.9","4608","1","34.9","10%","39.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","17%"
"2020-06-30","21:12:08","Overcast","Dry","Very light","4.9","34.7","4607","1","34.7","10%","39.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","18%"
"2020-06-30","21:17:10","Overcast","Dry","Very light","4.9","34.6","4608","1","34.6","10%","39.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","19%"
"2020-06-30","21:22:13","Overcast","Dry","Very light","4.8","34.5","4608","1","34.5","10%","39.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","19%"
"2020-06-30","21:27:08","Overcast","Dry","Very light","4.9","34.3","4608","1","34.3","10%","38.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","19%"
"2020-06-30","21:32:11","Overcast","Dry","Very light","5.1","34.2","4608","1","34.2","11%","38.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","20%"
"2020-06-30","21:37:07","Overcast","Dry","Very light","4.8","34.2","4608","1","34.2","11%","38.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","20%"
"2020-06-30","21:42:10","Overcast","Dry","Very light","4.8","33.8","4608","1","33.8","11%","38.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","21%"
"2020-06-30","21:47:10","Overcast","Dry","Very light","4.7","33.7","4608","1","33.7","10%","38.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","21%"
"2020-06-30","21:52:08","Overcast","Dry","Very light","4.8","33.6","4608","1","33.6","10%","38.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","22%"
"2020-06-30","21:57:08","Overcast","Dry","Very light","4.8","33.2","4608","1","33.2","11%","37.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","22%"
"2020-06-30","22:02:11","Overcast","Dry","Very light","4.8","33.2","4608","1","33.2","11%","37.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","23%"
"2020-06-30","22:07:11","Overcast","Dry","Very light","4.9","33.0","4608","1","33.0","11%","37.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","23%"
"2020-06-30","22:12:09","Overcast","Dry","Light","4.8","32.9","4608","29","32.9","11%","37.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","23%"
"2020-06-30","22:17:09","Overcast","Dry","Light","4.9","32.8","4608","185","32.8","11%","37.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","23%"
"2020-06-30","22:22:08","Overcast","Dry","Light","4.5","32.8","4608","571","32.8","11%","37.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","24%"
"2020-06-30","22:27:08","Overcast","Dry","Light","4.4","32.6","4608","1492","32.6","11%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","24%"
"2020-06-30","22:32:10","Overcast","Dry","Dark","4.4","32.5","4608","3397","32.5","13%","36.4","","Closed","5","0","Unsafe","Calm","0.0","Dry","24%"
"2020-06-30","22:37:13","Overcast","Dry","Dark","4.1","32.5","4608","6309","32.5","11%","37.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","24%"
"2020-06-30","22:42:09","Overcast","Dry","Dark","3.9","32.5","4613","9873","32.5","12%","36.4","","Closed","5","0","Unsafe","Calm","0.0","Dry","24%"
"2020-06-30","22:47:12","Overcast","Dry","Dark","3.7","32.3","4608","14266","32.3","11%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","25%"
"2020-06-30","22:52:08","Overcast","Dry","Dark","3.2","32.1","4608","16175","32.1","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","25%"
"2020-06-30","22:57:10","Overcast","Dry","Dark","2.9","32.0","4608","19040","32.0","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","25%"
"2020-06-30","23:02:10","Overcast","Dry","Dark","2.3","32.0","4608","19040","32.0","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","25%"
"2020-06-30","23:07:08","Overcast","Dry","Dark","2.1","31.9","4608","19040","31.9","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","25%"
"2020-06-30","23:12:09","Overcast","Dry","Dark","2.3","31.9","4608","22858","31.9","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","25%"
"2020-06-30","23:17:07","Overcast","Dry","Dark","2.6","31.8","4608","22858","31.8","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","25%"
"2020-06-30","23:22:08","Overcast","Dry","Dark","2.8","31.7","4608","19040","31.7","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","25%"
"2020-06-30","23:27:11","Overcast","Dry","Dark","2.8","31.5","4607","19040","31.5","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","26%"
"2020-06-30","23:32:07","Overcast","Dry","Dark","3.0","31.6","4608","19040","31.6","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","26%"
"2020-06-30","23:37:09","Overcast","Dry","Dark","3.1","31.7","4608","20949","31.7","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","26%"
"2020-06-30","23:42:10","Overcast","Dry","Dark","3.2","31.5","4608","19040","31.5","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","26%"
"2020-06-30","23:47:08","Overcast","Dry","Dark","3.4","31.6","4607","19040","31.6","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","26%"
"2020-06-30","23:52:09","Overcast","Dry","Dark","3.2","31.5","4608","19040","31.5","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","26%"
"2020-06-30","23:57:07","Overcast","Dry","Dark","3.3","31.2","4608","19040","31.2","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:02:08","Overcast","Dry","Dark","3.5","30.9","4608","19040","30.9","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:07:11","Overcast","Dry","Dark","3.5","30.8","4607","19040","30.8","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:12:14","Overcast","Dry","Dark","3.5","30.6","4608","19040","30.6","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:17:09","Overcast","Dry","Dark","3.4","30.6","4608","19040","30.6","10%","35.8","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:22:13","Overcast","Dry","Dark","3.4","30.7","4608","20949","30.7","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:27:08","Overcast","Dry","Dark","3.4","30.7","4608","20949","30.7","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:32:11","Overcast","Dry","Dark","3.2","31.0","4608","20949","31.0","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:37:07","Overcast","Dry","Dark","3.0","31.0","4608","22858","31.0","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:42:10","Overcast","Dry","Dark","3.0","31.0","4608","19040","31.0","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:47:11","Overcast","Dry","Dark","3.0","31.0","4608","19040","31.0","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:52:09","Overcast","Dry","Dark","2.8","31.0","4607","20949","31.0","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","00:57:10","Overcast","Dry","Dark","2.7","30.7","4608","19040","30.7","10%","36.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","27%"
"2020-07-01","01:02:08","Overcast","Dry","Dark","2.9","30.3","4608","20949","30.3","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","28%"
"2020-07-01","01:07:08","Overcast","Dry","Dark","3.0","30.1","4608","19040","30.1","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","28%"
"2020-07-01","01:12:07","Overcast","Dry","Dark","2.9","30.0","4608","19040","30.0","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","28%"
"2020-07-01","01:17:07","Overcast","Dry","Dark","3.0","30.0","4608","19040","30.0","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","29%"
"2020-07-01","01:22:10","Overcast","Dry","Dark","2.9","29.7","4608","18085","29.7","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","29%"
"2020-07-01","01:27:11","Overcast","Dry","Dark","2.7","29.5","4608","20949","29.5","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","30%"
"2020-07-01","01:32:09","Overcast","Dry","Dark","2.8","29.6","4608","20949","29.6","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","29%"
"2020-07-01","01:37:10","Overcast","Dry","Dark","2.7","29.8","4608","19040","29.8","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","29%"
"2020-07-01","01:42:08","Overcast","Dry","Dark","2.7","29.7","4608","19040","29.7","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","30%"
"2020-07-01","01:47:08","Overcast","Dry","Dark","2.7","29.6","4607","19040","29.6","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","30%"
"2020-07-01","01:52:07","Overcast","Dry","Dark","2.4","29.5","4608","20949","29.5","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","30%"
"2020-07-01","01:57:07","Overcast","Dry","Dark","3.5","29.4","4608","19040","29.4","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","31%"
"2020-07-01","02:02:10","Overcast","Dry","Dark","4.8","29.4","4608","15220","29.4","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","31%"
"2020-07-01","02:07:13","Overcast","Dry","Dark","5.1","29.3","4608","14266","29.3","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","31%"
"2020-07-01","02:12:09","Overcast","Dry","Dark","3.6","29.2","4607","19040","29.2","10%","35.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","32%"
"2020-07-01","02:17:12","Overcast","Dry","Dark","2.3","29.2","4608","26677","29.2","10%","34.4","","Closed","5","0","Unsafe","Calm","0.0","Dry","33%"
"2020-07-01","02:22:08","Overcast","Dry","Dark","1.8","29.0","4608","22858","29.0","10%","34.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","34%"
"2020-07-01","02:27:11","Overcast","Dry","Dark","1.6","28.7","4607","19040","28.7","10%","34.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","36%"
"2020-07-01","02:32:07","Overcast","Dry","Dark","1.6","28.5","4608","20949","28.5","10%","34.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","37%"
"2020-07-01","02:37:10","Overcast","Dry","Dark","1.6","28.4","4608","26677","28.4","10%","34.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","37%"
"2020-07-01","02:42:10","Overcast","Dry","Dark","1.6","28.3","4608","26677","28.3","10%","34.0","","Closed","5","0","Unsafe","Calm","0.0","Dry","38%"
